Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Trey Murphy III,23.0,SF,4,4,168,7.7,0.479,0.625,0.0,1.8,16.1,8.4,9.1,1.5,3.6,14.3,14.6,-0.2,0.2,0.0,0.008,-1.9,1.5,-0.4,0.1,
2.0,CJ McCollum,32.0,PG,4,4,148,9.9,0.474,0.392,0.027,1.4,13.5,7.0,26.3,2.4,2.0,17.6,26.9,-0.4,0.2,-0.2,-0.059,-1.4,1.5,0.2,0.1,
3.0,Brandon Ingram,26.0,SF,4,4,145,9.1,0.45,0.145,0.345,0.7,13.8,6.7,15.8,1.4,3.5,12.4,21.9,-0.2,0.2,-0.1,-0.017,-1.9,0.7,-1.3,0.0,
4.0,Herbert Jones,25.0,SF,4,4,141,9.8,0.562,0.585,0.293,4.3,11.7,7.7,12.1,1.8,0.7,19.2,17.8,0.0,0.1,0.1,0.036,-1.5,1.3,-0.2,0.1,
5.0,Jonas Valančiūnas,31.0,C,4,4,90,23.6,0.586,0.024,0.405,20.1,34.0,26.5,12.3,1.1,0.0,16.8,29.0,0.1,0.1,0.2,0.107,3.4,-0.2,3.2,0.1,
6.0,Naji Marshall,26.0,SF,4,0,84,13.9,0.587,0.536,0.214,3.6,11.2,7.1,10.7,1.2,2.4,6.1,17.0,0.1,0.1,0.2,0.124,1.9,1.8,3.7,0.1,
7.0,Larry Nance Jr.,31.0,C,4,0,84,15.9,0.636,0.235,0.353,18.0,25.2,21.3,14.4,1.2,0.0,26.3,13.9,0.1,0.1,0.2,0.097,0.4,1.3,1.7,0.1,
8.0,Jose Alvarado,25.0,PG,4,0,62,-0.2,0.175,0.7,0.0,0.0,7.6,3.5,22.3,4.1,1.6,16.7,17.0,-0.3,0.1,-0.2,-0.177,-7.8,1.9,-6.0,-0.1,
9.0,Dyson Daniels,20.0,PG,3,0,17,4.4,0.333,0.333,0.0,0.0,13.9,6.4,0.0,6.0,0.0,14.3,18.0,-0.1,0.0,0.0,-0.107,-6.8,2.3,-4.6,0.0,
10.0,Jordan Hawkins,21.0,SG,3,0,12,-12.4,0.0,0.75,0.0,0.0,19.6,9.0,0.0,0.0,0.0,0.0,14.6,-0.1,0.0,-0.1,-0.322,-14.8,-5.4,-20.2,-0.1,
11.0,Jeremiah Robinson-Earl,23.0,PF,1,0,5,14.0,0.347,0.0,1.0,20.1,0.0,10.8,40.2,0.0,0.0,0.0,25.2,0.0,0.0,0.0,-0.066,4.4,-4.5,-0.1,0.0,
12.0,E.J. Liddell,23.0,PF,1,0,3,4.2,,,,0.0,39.3,18.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.051,-4.3,1.3,-3.1,0.0,
13.0,Matt Ryan,26.0,SF,1,0,3,-9.1,0.0,1.0,0.0,0.0,39.3,18.1,0.0,17.0,0.0,50.0,29.2,-0.1,0.0,0.0,-0.575,-23.8,10.5,-13.3,0.0,
,Team Totals,,,4,4,962,,0.489,0.388,0.189,,,,,,,,,-1.1,1.2,0.1,0.005,-1.4,1.2,-0.2,0.4,
