Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Anthony Edwards,22,SG,16,16,649,8.7,18.0,0.481,2.6,6.4,0.4,6.1,11.6,0.526,0.552,4.6,5.7,0.814,1.0,5.2,6.2,5.8,1.3,0.5,2.9,2.1,24.5,
2,Jaden McDaniels,23,SF,16,16,537,4.8,9.4,0.514,1.6,3.8,0.429,3.2,5.6,0.571,0.6,1.8,2.3,0.771,1.9,2.2,4.1,1.2,0.9,1.2,1.1,3.6,13.1,
3,Karl-Anthony Towns,28,PF,16,16,522,7.4,16.0,0.466,2.1,5.7,0.361,5.4,10.3,0.523,0.53,4.1,4.8,0.855,2.4,7.5,9.9,2.9,0.8,0.2,1.9,3.8,21.0,
4,Rudy Gobert,31,C,15,15,512,4.5,7.3,0.615,0.0,0.0,,4.5,7.3,0.615,0.615,3.7,5.6,0.671,2.8,7.5,10.3,1.7,1.0,1.1,1.6,3.9,12.7,
5,Mike Conley,36,PG,15,15,474,4.7,11.0,0.428,2.3,5.8,0.395,2.4,5.2,0.464,0.531,1.5,2.1,0.714,0.8,3.6,4.4,6.5,1.6,0.2,1.5,2.9,13.2,
6,Nickeil Alexander-Walker,25,SG,16,1,378,3.9,10.7,0.366,2.3,7.7,0.296,1.6,3.0,0.548,0.473,1.0,1.0,1.0,0.5,2.2,2.7,3.5,1.0,0.7,1.4,2.3,11.0,
7,Naz Reid,24,PF,16,0,361,6.5,14.2,0.458,2.5,6.9,0.362,4.0,7.3,0.548,0.546,2.2,3.1,0.71,0.9,5.0,5.9,1.6,0.8,1.2,1.4,3.2,17.7,
8,Kyle Anderson,30,PF,15,1,231,4.1,8.9,0.456,0.3,1.2,0.25,3.7,7.6,0.49,0.474,1.6,1.9,0.833,2.8,3.4,6.2,5.9,1.6,0.8,1.6,4.1,10.0,
9,Monte Morris,28,PG,9,0,67,4.8,16.1,0.3,0.5,7.5,0.071,4.3,8.6,0.5,0.317,1.1,1.1,1.0,0.5,2.7,3.2,4.8,1.1,0.5,0.0,3.2,11.3,
10,Jordan McLaughlin,27,PG,6,0,30,2.4,10.8,0.222,0.0,6.0,0.0,2.4,4.8,0.5,0.222,0.0,2.4,0.0,0.0,4.8,4.8,2.4,0.0,0.0,2.4,1.2,4.8,
11,Luka Garza,25,C,7,0,26,13.8,16.6,0.833,2.8,4.2,0.667,11.1,12.5,0.889,0.917,9.7,11.1,0.875,2.8,5.5,8.3,1.4,0.0,0.0,0.0,0.0,40.2,
12,Josh Minott,21,SF,5,0,18,4.0,18.0,0.222,4.0,10.0,0.4,0.0,8.0,0.0,0.333,0.0,0.0,,2.0,8.0,10.0,6.0,0.0,0.0,0.0,4.0,12.0,
13,Wendell Moore Jr.,22,SG,6,0,18,6.0,14.0,0.429,2.0,8.0,0.25,4.0,6.0,0.667,0.5,0.0,0.0,,0.0,4.0,4.0,4.0,2.0,0.0,2.0,6.0,14.0,
14,T.J. Warren,30,SF,3,0,11,0.0,6.5,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,,6.5,3.3,9.8,3.3,0.0,0.0,0.0,0.0,0.0,
15,Leonard Miller,20,SF,3,0,7,0.0,5.1,0.0,0.0,5.1,0.0,0.0,0.0,,0.0,0.0,0.0,,5.1,15.4,20.6,0.0,0.0,0.0,0.0,0.0,0.0,
