Rk,Unnamed: 1,Salary
1,Rudy Gobert,"$41,000,000"
2,Karl-Anthony Towns,"$36,016,200"
3,Mike Conley,"$24,360,000"
4,Anthony Edwards,"$13,534,817"
5,Naz Reid,"$12,950,400"
6,Monte Morris,"$9,800,926"
7,Kyle Anderson,"$9,219,512"
8,Nickeil Alexander-Walker,"$4,687,500"
9,Jaden McDaniels,"$3,901,399"
10,Wendell Moore,"$2,421,720"
11,Jordan McLaughlin,"$2,320,000"
12,Leonard Miller,"$1,800,000"
13,Josh Minott,"$1,719,864"
14,T.J. Warren,"$220,543"
15,Luka Garza,"$127,683"
16,Justin Jackson,"$116,075"
17,T.J. Warren,"$116,075"
18,T.J. Warren,"$116,075"
19,Luka Garza,
20,Jaylen Clark,
21,Daishen Nix,
